order_item_id,order_id,product_id,quantity,unit_price
207,80,67,2.0,43538.88
208,80,39,1.0,40271.79
209,81,29,2.0,8216.44
210,81,41,1.0,45665.49
211,81,99,3.0,28852.96
212,82,13,1.0,13965.78
213,82,59,3.0,34046.14
214,83,18,3.0,36513.62
215,83,47,5.0,26994.97
216,84,30,3.0,10554.4
217,84,39,1.0,40271.79
218,85,73,2.0,16275.39
219,85,94,1.0,11524.2
220,85,93,3.0,458.82
221,85,62,2.0,5666.45
222,86,89,5.0,22629.16
223,86,13,5.0,13965.78
224,86,83,3.0,43634.41
225,86,5,5.0,1685.96
226,87,11,1.0,37964.49
227,87,99,3.0,28852.96
228,87,45,4.0,7229.29
229,87,54,1.0,39624.76
230,88,96,5.0,25756.39
231,88,2,4.0,12320.1
232,89,40,5.0,13460.27
233,90,41,5.0,45665.49
234,91,42,5.0,43830.74
235,91,90,2.0,11312.4
236,92,7,4.0,30140.73
237,92,58,5.0,43052.91
238,93,29,4.0,8216.44
239,94,51,2.0,25525.36
240,94,17,3.0,30225.93
241,94,11,4.0,37964.49
242,95,71,4.0,27015.01
243,96,11,4.0,37964.49
244,96,65,4.0,48597.22
245,96,100,2.0,39252.51
246,97,62,5.0,5666.45
247,97,26,4.0,42780.35
248,98,84,5.0,48221.71
249,98,26,5.0,42780.35
250,98,79,5.0,40819.56
251,98,32,2.0,30495.64
252,99,35,4.0,13570.4
253,100,88,5.0,21961.19
254,100,12,1.0,34937.16
255,100,86,4.0,35676.15
256,101,47,3.0,26994.97
257,101,25,3.0,38676.11
258,101,45,5.0,7229.29
259,101,84,1.0,48221.71
260,102,22,3.0,44284.04
261,102,79,4.0,40819.56
262,102,80,2.0,38315.14
264,103,26,3.0,42780.35
265,103,20,1.0,4032.13
266,103,15,1.0,5200.29
267,104,80,2.0,38315.14
268,104,37,1.0,42158.31
269,105,89,1.0,22629.16
270,105,40,4.0,13460.27
271,105,61,1.0,37568.8
272,106,27,5.0,19068.3
273,106,28,2.0,31820.65
274,106,70,5.0,18758.3
275,107,71,4.0,27015.01
276,107,80,2.0,38315.14
277,107,89,1.0,22629.16
278,108,75,5.0,43948.22
280,108,22,1.0,44284.04
281,108,37,2.0,42158.31
282,109,7,4.0,30140.73
283,109,84,1.0,48221.71
284,109,9,4.0,21034.04
285,110,85,3.0,37787.73
286,110,14,1.0,47864.93
287,110,38,4.0,11529.5
288,111,49,5.0,20030.09
289,111,91,1.0,1149.61
290,112,63,5.0,7992.07
291,112,69,1.0,30487.61
292,112,24,2.0,2386.64
293,113,72,1.0,45932.83
295,113,68,3.0,42099.3
296,113,43,4.0,10710.06
297,114,96,2.0,25756.39
298,114,3,3.0,36849.91
299,114,88,3.0,21961.19
300,114,46,3.0,12406.71
301,115,65,3.0,48597.22
302,115,8,3.0,10022.0
303,116,4,5.0,4438.25
304,116,36,2.0,11058.8
305,116,20,3.0,4032.13
306,116,51,2.0,25525.36
307,117,94,4.0,11524.2
308,118,54,2.0,39624.76
309,118,74,2.0,5682.2
310,119,40,5.0,13460.27
311,119,43,4.0,10710.06
312,119,70,2.0,18758.3
313,119,27,2.0,19068.3
314,120,18,3.0,36513.62
315,120,89,5.0,22629.16
316,121,56,2.0,19142.8
317,121,84,5.0,48221.71
318,122,41,1.0,45665.49
319,122,72,5.0,45932.83
320,123,24,3.0,2386.64
321,124,94,1.0,11524.2
322,124,98,3.0,27007.77
323,125,53,3.0,7726.78
324,125,57,3.0,26502.81
325,125,20,2.0,4032.13
326,125,14,2.0,47864.93
327,126,4,5.0,4438.25
328,126,79,3.0,40819.56
329,127,77,2.0,43912.68
330,127,30,1.0,10554.4
331,128,11,4.0,37964.49
332,128,18,5.0,36513.62
333,128,78,4.0,4374.11
334,129,24,4.0,2386.64
335,129,63,4.0,7992.07
336,129,18,2.0,36513.62
337,130,29,1.0,8216.44
338,130,53,1.0,7726.78
339,131,53,2.0,7726.78
340,131,96,2.0,25756.39
341,131,97,2.0,33481.99
342,132,23,4.0,28909.87
343,133,89,3.0,22629.16
344,133,59,2.0,34046.14
345,133,55,4.0,29860.81
346,133,100,1.0,39252.51
347,134,93,3.0,458.82
348,134,51,5.0,25525.36
349,134,96,5.0,25756.39
350,134,77,5.0,43912.68
351,135,67,1.0,43538.88
352,136,59,1.0,34046.14
353,136,32,5.0,30495.64
354,136,69,4.0,30487.61
355,136,95,1.0,42995.81
356,137,67,1.0,43538.88
357,137,25,3.0,38676.11
358,137,57,4.0,26502.81
359,137,39,3.0,40271.79
360,138,22,4.0,44284.04
361,138,38,5.0,11529.5
362,138,7,5.0,30140.73
363,138,19,4.0,6328.83
364,139,12,5.0,34937.16
365,139,15,2.0,5200.29
366,139,100,5.0,39252.51
367,139,90,5.0,11312.4
368,140,51,4.0,25525.36
369,140,42,4.0,43830.74
370,141,23,4.0,28909.87
371,142,59,1.0,34046.14
372,142,33,3.0,26753.58
373,143,92,1.0,11582.73
374,143,12,1.0,34937.16
375,144,82,3.0,8339.84
376,144,11,5.0,37964.49
377,144,91,4.0,1149.61
378,144,94,5.0,11524.2
379,145,49,5.0,20030.09
380,145,49,1.0,20030.09
381,146,43,5.0,10710.06
382,146,85,2.0,37787.73
383,147,19,2.0,6328.83
384,147,99,1.0,28852.96
385,148,40,3.0,13460.27
386,148,94,4.0,11524.2
387,148,37,2.0,42158.31
388,148,16,2.0,4926.15
389,149,1,5.0,1348.04
390,149,98,3.0,27007.77
391,150,59,4.0,34046.14
392,151,70,1.0,18758.3
393,151,78,4.0,4374.11
394,151,31,2.0,35120.83
395,151,76,4.0,12048.67
396,152,53,4.0,7726.78
397,152,11,5.0,37964.49
398,152,77,1.0,43912.68
399,152,32,5.0,30495.64
400,153,80,5.0,38315.14
401,153,27,1.0,19068.3
402,153,24,2.0,2386.64
403,154,84,3.0,48221.71
404,155,19,1.0,6328.83
405,156,43,1.0,10710.06
406,156,7,1.0,30140.73
407,156,54,2.0,39624.76
408,157,87,3.0,49757.95
409,157,79,5.0,40819.56
410,158,59,5.0,34046.14
411,158,47,1.0,26994.97
412,159,99,3.0,28852.96
413,160,48,4.0,21478.85
414,160,9,4.0,21034.04
415,160,71,1.0,27015.01
416,161,61,2.0,37568.8
417,161,16,3.0,4926.15
418,161,43,5.0,10710.06
419,162,68,2.0,42099.3
420,162,90,2.0,11312.4
421,162,79,1.0,40819.56
422,162,14,5.0,47864.93
423,163,62,5.0,5666.45
424,164,55,5.0,29860.81
425,164,41,3.0,45665.49
426,164,68,5.0,42099.3
427,165,17,5.0,30225.93
428,165,73,4.0,16275.39
429,165,67,4.0,43538.88
430,166,24,5.0,2386.64
431,166,30,3.0,10554.4
432,166,25,1.0,38676.11
433,166,16,1.0,4926.15
434,167,81,1.0,33021.57
435,167,95,2.0,42995.81
436,167,79,4.0,40819.56
437,167,53,1.0,7726.78
438,168,45,5.0,7229.29
439,168,82,2.0,8339.84
440,168,2,2.0,12320.1
441,169,33,1.0,26753.58
442,169,40,3.0,13460.27
443,169,65,5.0,48597.22
444,170,99,1.0,28852.96
445,170,15,3.0,5200.29
446,170,44,4.0,19842.03
447,171,23,2.0,28909.87
448,172,44,4.0,19842.03
449,172,61,1.0,37568.8
450,172,83,2.0,43634.41
451,173,20,4.0,4032.13
452,173,69,3.0,30487.61
453,173,60,4.0,34117.35
454,173,96,1.0,25756.39
455,174,73,3.0,16275.39
456,174,72,5.0,45932.83
457,174,3,2.0,36849.91
458,175,46,1.0,12406.71
459,175,20,3.0,4032.13
460,175,4,3.0,4438.25
461,176,81,5.0,33021.57
462,176,22,5.0,44284.04
463,176,78,4.0,4374.11
464,176,24,5.0,2386.64
465,177,97,3.0,33481.99
466,178,91,1.0,1149.61
467,178,35,4.0,13570.4
468,178,12,4.0,34937.16
469,179,48,4.0,21478.85
470,179,39,2.0,40271.79
471,180,23,1.0,28909.87
472,180,48,1.0,21478.85
473,180,100,2.0,39252.51
474,181,57,5.0,26502.81
475,182,62,5.0,5666.45
476,183,25,3.0,38676.11
477,183,62,5.0,5666.45
478,184,100,3.0,39252.51
479,184,19,1.0,6328.83
480,184,67,2.0,43538.88
481,185,93,1.0,458.82
482,185,59,4.0,34046.14
483,186,1,3.0,1348.04
484,187,88,5.0,21961.19
485,188,43,4.0,10710.06
486,189,14,5.0,47864.93
487,190,3,5.0,36849.91
488,190,98,3.0,27007.77
489,190,82,2.0,8339.84
490,191,26,2.0,42780.35
491,191,37,3.0,42158.31
492,191,69,3.0,30487.61
493,192,86,1.0,35676.15
494,192,35,2.0,13570.4
495,192,21,3.0,41487.29
496,192,15,1.0,5200.29
497,193,27,5.0,19068.3
498,194,71,3.0,27015.01
499,194,35,2.0,13570.4
500,194,91,3.0,1149.61
501,195,22,1.0,44284.04
502,195,40,5.0,13460.27
503,196,70,4.0,18758.3
504,196,7,2.0,30140.73
505,196,4,4.0,4438.25
506,197,14,4.0,47864.93
507,198,12,4.0,34937.16
508,199,23,5.0,28909.87
509,199,76,4.0,12048.67
510,199,79,3.0,40819.56
511,199,40,3.0,13460.27
512,200,92,5.0,11582.73
513,200,11,4.0,37964.49
514,201,12,4.0,34937.16
515,201,13,4.0,13965.78
516,202,88,4.0,21961.19
517,202,61,2.0,37568.8
518,202,29,2.0,8216.44
519,203,47,4.0,26994.97
520,203,24,3.0,2386.64
521,203,42,4.0,43830.74
522,204,4,1.0,4438.25
523,204,61,1.0,37568.8
524,204,45,4.0,7229.29
525,204,60,2.0,34117.35
526,205,99,3.0,28852.96
527,205,78,5.0,4374.11
528,205,17,5.0,30225.93
529,206,52,1.0,37813.53
530,207,72,1.0,45932.83
531,207,39,5.0,40271.79
532,207,60,4.0,34117.35
533,208,31,5.0,35120.83
534,208,32,5.0,30495.64
535,208,21,4.0,41487.29
536,208,50,1.0,49866.56
537,209,27,5.0,19068.3
538,209,56,4.0,19142.8
539,209,73,3.0,16275.39
540,210,23,1.0,28909.87
541,210,95,5.0,42995.81
542,211,15,5.0,5200.29
543,211,77,4.0,43912.68
544,211,42,5.0,43830.74
545,211,13,4.0,13965.78
546,212,40,4.0,13460.27
547,212,9,5.0,21034.04
548,213,88,5.0,21961.19
549,214,42,4.0,43830.74
550,214,83,1.0,43634.41
551,214,12,2.0,34937.16
552,214,18,5.0,36513.62
553,215,97,2.0,33481.99
554,216,58,5.0,43052.91
555,216,38,4.0,11529.5
556,217,26,2.0,42780.35
557,217,88,3.0,21961.19
558,217,39,5.0,40271.79
559,217,87,3.0,49757.95
560,218,92,3.0,11582.73
561,218,12,5.0,34937.16
562,218,2,5.0,12320.1
563,218,66,4.0,25433.32
564,219,38,1.0,11529.5
565,219,48,5.0,21478.85
566,220,1,5.0,1348.04
567,221,15,3.0,5200.29
568,221,4,2.0,4438.25
569,221,56,5.0,19142.8
570,222,81,3.0,33021.57
571,222,92,4.0,11582.73
572,222,52,4.0,37813.53
573,222,56,5.0,19142.8
574,223,85,2.0,37787.73
575,223,61,2.0,37568.8
576,224,72,4.0,45932.83
577,224,47,4.0,26994.97
578,225,37,2.0,42158.31
579,225,18,1.0,36513.62
580,226,83,1.0,43634.41
581,227,93,4.0,458.82
582,227,85,4.0,37787.73
583,228,11,2.0,37964.49
584,228,83,4.0,43634.41
585,229,90,5.0,11312.4
586,229,55,5.0,29860.81
587,229,24,4.0,2386.64
588,229,66,4.0,25433.32
589,230,50,3.0,49866.56
590,230,29,2.0,8216.44
591,230,55,5.0,29860.81
592,230,1,5.0,1348.04
593,231,94,2.0,11524.2
594,231,92,5.0,11582.73
595,231,35,4.0,13570.4
596,231,70,5.0,18758.3
597,232,5,1.0,1685.96
598,232,73,4.0,16275.39
599,232,91,3.0,1149.61
600,233,75,4.0,43948.22
601,234,19,5.0,6328.83
602,235,60,5.0,34117.35
603,235,11,5.0,37964.49
604,235,79,1.0,40819.56
605,236,61,1.0,37568.8
606,236,88,5.0,21961.19
607,237,79,1.0,40819.56
608,237,44,5.0,19842.03
609,237,100,1.0,39252.51
610,238,59,5.0,34046.14
611,238,61,5.0,37568.8
612,238,94,3.0,11524.2
613,238,54,3.0,39624.76
614,239,38,2.0,11529.5
615,239,5,5.0,1685.96
616,239,96,3.0,25756.39
617,240,8,4.0,10022.0
618,240,75,2.0,43948.22
619,240,74,1.0,5682.2
620,241,95,5.0,42995.81
621,241,4,3.0,4438.25
622,241,63,1.0,7992.07
623,242,65,1.0,48597.22
624,242,36,3.0,11058.8
625,243,79,3.0,40819.56
626,243,36,3.0,11058.8
627,244,95,1.0,42995.81
628,245,76,2.0,12048.67
629,245,85,4.0,37787.73
630,246,23,3.0,28909.87
631,246,90,2.0,11312.4
632,246,63,2.0,7992.07
633,247,44,1.0,19842.03
634,248,77,2.0,43912.68
635,248,64,4.0,47695.41
636,249,31,4.0,35120.83
637,249,93,2.0,458.82
638,249,27,5.0,19068.3
639,249,94,3.0,11524.2
640,250,83,3.0,43634.41
641,251,7,2.0,30140.73
642,252,52,4.0,37813.53
643,252,39,4.0,40271.79
644,252,96,5.0,25756.39
645,252,30,4.0,10554.4
646,253,61,3.0,37568.8
647,253,19,5.0,6328.83
648,253,56,1.0,19142.8
649,253,37,4.0,42158.31
650,254,87,3.0,49757.95
651,254,68,1.0,42099.3
652,254,13,5.0,13965.78
653,254,82,3.0,8339.84
654,255,79,3.0,40819.56
655,255,43,3.0,10710.06
656,255,35,1.0,13570.4
657,255,33,5.0,26753.58
658,256,60,2.0,34117.35
659,256,94,5.0,11524.2
660,256,99,2.0,28852.96
661,256,67,3.0,43538.88
662,257,41,5.0,45665.49
663,257,2,1.0,12320.1
664,258,2,4.0,12320.1
665,259,68,1.0,42099.3
666,260,45,2.0,7229.29
667,260,93,3.0,458.82
668,260,33,2.0,26753.58
669,260,5,1.0,1685.96
670,261,8,5.0,10022.0
671,262,77,1.0,43912.68
672,262,91,1.0,1149.61
673,263,78,2.0,4374.11
674,264,85,5.0,37787.73
675,264,24,1.0,2386.64
676,264,90,2.0,11312.4
677,264,33,3.0,26753.58
678,265,85,1.0,37787.73
679,265,82,4.0,8339.84
680,265,36,4.0,11058.8
681,265,89,3.0,22629.16
682,266,21,1.0,41487.29
683,266,36,1.0,11058.8
684,266,49,4.0,20030.09
685,267,8,3.0,10022.0
686,267,34,2.0,8253.78
687,267,57,1.0,26502.81
688,268,26,5.0,42780.35
689,268,51,2.0,25525.36
690,268,83,4.0,43634.41
691,268,14,2.0,47864.93
692,269,28,5.0,31820.65
693,269,83,1.0,43634.41
694,269,57,3.0,26502.81
695,269,14,1.0,47864.93
696,270,10,5.0,29504.36
697,271,100,4.0,39252.51
698,271,3,4.0,36849.91
699,271,20,1.0,4032.13
700,272,86,4.0,35676.15
701,273,20,3.0,4032.13
702,273,51,5.0,25525.36
703,273,1,5.0,1348.04
704,274,62,4.0,5666.45
705,274,52,1.0,37813.53
706,274,70,2.0,18758.3
707,274,1,4.0,1348.04
708,275,16,5.0,4926.15
709,275,69,3.0,30487.61
710,275,43,3.0,10710.06
711,275,52,1.0,37813.53
712,276,47,5.0,26994.97
713,277,11,4.0,37964.49
714,277,98,3.0,27007.77
715,277,83,2.0,43634.41
716,278,71,1.0,27015.01
717,278,50,2.0,49866.56
718,279,90,4.0,11312.4
719,279,14,3.0,47864.93
720,279,63,1.0,7992.07
721,280,95,2.0,42995.81
722,280,18,1.0,36513.62
723,280,25,1.0,38676.11
724,280,93,5.0,458.82
725,281,63,4.0,7992.07
726,281,9,5.0,21034.04
727,282,64,5.0,47695.41
728,282,58,1.0,43052.91
729,282,5,3.0,1685.96
730,283,44,1.0,19842.03
731,284,16,2.0,4926.15
732,284,84,5.0,48221.71
733,284,59,5.0,34046.14
734,284,20,5.0,4032.13
735,285,10,1.0,29504.36
736,285,95,2.0,42995.81
737,286,84,1.0,48221.71
738,286,61,5.0,37568.8
740,286,90,2.0,11312.4
741,287,23,1.0,28909.87
742,288,13,4.0,13965.78
743,288,79,2.0,40819.56
744,288,76,1.0,12048.67
745,289,15,4.0,5200.29
746,290,9,2.0,21034.04
747,290,55,3.0,29860.81
748,291,42,1.0,43830.74
749,291,88,5.0,21961.19
750,291,70,2.0,18758.3
751,291,42,2.0,43830.74
752,292,76,2.0,12048.67
753,293,9,1.0,21034.04
754,293,36,2.0,11058.8
755,293,97,4.0,33481.99
756,294,90,3.0,11312.4
757,294,71,2.0,27015.01
758,295,32,5.0,30495.64
760,295,13,5.0,13965.78
761,295,49,2.0,20030.09
762,296,63,1.0,7992.07
763,297,1,2.0,1348.04
764,298,91,5.0,1149.61
765,299,54,4.0,39624.76
766,299,89,2.0,22629.16
767,299,27,2.0,19068.3
768,300,67,4.0,43538.88
769,300,53,2.0,7726.78
770,300,23,5.0,28909.87
771,301,77,2.0,43912.68
772,302,79,1.0,40819.56
773,302,81,3.0,33021.57
774,302,45,4.0,7229.29
775,302,1,5.0,1348.04
776,303,25,1.0,38676.11
777,303,68,1.0,42099.3
778,304,98,5.0,27007.77
779,304,65,2.0,48597.22
780,304,60,2.0,34117.35
781,305,7,2.0,30140.73
782,305,15,2.0,5200.29
783,305,88,4.0,21961.19
784,306,23,2.0,28909.87
785,306,86,1.0,35676.15
786,306,7,3.0,30140.73
787,306,37,2.0,42158.31
788,307,33,3.0,26753.58
789,307,79,4.0,40819.56
791,307,95,1.0,42995.81
792,308,21,1.0,41487.29
793,308,63,5.0,7992.07
794,309,10,2.0,29504.36
795,310,76,5.0,12048.67
796,310,42,4.0,43830.74
797,310,26,3.0,42780.35
798,310,30,1.0,10554.4
799,311,30,1.0,10554.4
800,311,31,4.0,35120.83
801,311,26,4.0,42780.35
802,312,10,4.0,29504.36
803,312,75,4.0,43948.22
804,313,56,2.0,19142.8
805,314,79,4.0,40819.56
806,314,23,4.0,28909.87
807,315,18,4.0,36513.62
808,315,93,2.0,458.82
809,315,81,3.0,33021.57
810,316,26,3.0,42780.35
811,316,17,1.0,30225.93
812,316,89,5.0,22629.16
813,317,36,2.0,11058.8
814,318,60,4.0,34117.35
815,319,22,3.0,44284.04
816,319,29,3.0,8216.44
817,319,78,2.0,4374.11
818,319,82,5.0,8339.84
819,320,74,5.0,5682.2
820,320,30,1.0,10554.4
821,321,67,4.0,43538.88
822,321,28,5.0,31820.65
823,321,61,4.0,37568.8
824,321,36,1.0,11058.8
825,322,95,2.0,42995.81
826,322,32,3.0,30495.64
827,322,56,5.0,19142.8
828,322,29,5.0,8216.44
829,323,74,1.0,5682.2
830,323,54,1.0,39624.76
831,324,61,5.0,37568.8
832,325,55,5.0,29860.81
833,326,62,1.0,5666.45
834,326,58,4.0,43052.91
835,326,31,1.0,35120.83
836,326,72,1.0,45932.83
837,327,28,2.0,31820.65
838,327,46,3.0,12406.71
839,327,31,1.0,35120.83
840,327,3,4.0,36849.91
841,328,21,4.0,41487.29
842,328,74,5.0,5682.2
843,328,4,4.0,4438.25
844,329,99,2.0,28852.96
845,329,91,4.0,1149.61
846,329,24,3.0,2386.64
847,329,81,4.0,33021.57
848,330,81,1.0,33021.57
849,331,89,3.0,22629.16
850,331,68,1.0,42099.3
851,331,38,4.0,11529.5
852,331,97,3.0,33481.99
853,332,88,1.0,21961.19
854,332,80,3.0,38315.14
855,333,66,3.0,25433.32
856,334,15,4.0,5200.29
857,335,60,5.0,34117.35
859,335,47,2.0,26994.97
860,336,72,2.0,45932.83
861,337,43,2.0,10710.06
862,337,70,1.0,18758.3
863,338,95,5.0,42995.81
864,338,90,2.0,11312.4
865,338,97,2.0,33481.99
866,338,42,3.0,43830.74
867,339,65,4.0,48597.22
868,339,36,1.0,11058.8
869,339,9,3.0,21034.04
870,340,58,4.0,43052.91
871,340,65,5.0,48597.22
872,340,16,4.0,4926.15
873,341,58,5.0,43052.91
874,341,48,1.0,21478.85
875,341,25,4.0,38676.11
876,342,11,4.0,37964.49
877,343,37,1.0,42158.31
878,343,14,2.0,47864.93
879,344,15,2.0,5200.29
880,344,64,2.0,47695.41
881,344,27,5.0,19068.3
882,345,38,4.0,11529.5
883,346,61,3.0,37568.8
884,346,54,4.0,39624.76
885,347,38,2.0,11529.5
886,348,3,2.0,36849.91
887,349,53,5.0,7726.78
888,349,44,3.0,19842.03
889,349,63,5.0,7992.07
890,350,59,3.0,34046.14
891,350,73,2.0,16275.39
892,350,40,2.0,13460.27
893,350,34,2.0,8253.78
894,351,48,3.0,21478.85
895,351,99,1.0,28852.96
896,351,19,3.0,6328.83
897,351,37,4.0,42158.31
898,352,80,2.0,38315.14
899,352,92,5.0,11582.73
900,353,24,2.0,2386.64
901,353,91,2.0,1149.61
902,353,21,2.0,41487.29
904,355,57,3.0,26502.81
905,355,48,2.0,21478.85
906,356,72,1.0,45932.83
907,356,86,3.0,35676.15
908,357,19,3.0,6328.83
909,357,58,5.0,43052.91
910,357,21,5.0,41487.29
911,358,16,1.0,4926.15
912,358,52,4.0,37813.53
913,358,99,2.0,28852.96
914,359,41,2.0,45665.49
915,359,1,5.0,1348.04
916,359,65,3.0,48597.22
917,359,83,3.0,43634.41
918,360,38,5.0,11529.5
919,360,86,2.0,35676.15
920,360,73,4.0,16275.39
921,360,44,1.0,19842.03
923,361,87,5.0,49757.95
924,361,15,3.0,5200.29
925,361,4,4.0,4438.25
926,362,58,3.0,43052.91
927,362,12,3.0,34937.16
928,363,78,2.0,4374.11
929,364,99,3.0,28852.96
930,364,26,1.0,42780.35
931,365,69,4.0,30487.61
932,366,66,4.0,25433.32
933,367,63,3.0,7992.07
934,367,78,5.0,4374.11
935,368,86,3.0,35676.15
936,369,19,4.0,6328.83
937,369,48,4.0,21478.85
938,369,48,1.0,21478.85
939,369,37,3.0,42158.31
940,370,40,4.0,13460.27
941,370,72,1.0,45932.83
942,370,28,4.0,31820.65
943,371,57,3.0,26502.81
944,371,21,4.0,41487.29
