order_id,customer_id,order_date,status
398,50,2024-12-03,Completed
399,70,2026-02-08,Cancelled
400,190,2025-11-14,Returned
401,301,2025-10-10,Completed
402,336,2025-10-05,Completed
403,316,2025-12-21,Cancelled
404,17,2025-05-20,Completed
405,228,2025-03-17,Cancelled
406,438,2025-04-05,Completed
407,352,2024-11-16,Completed
408,462,2026-02-15,Completed
409,204,2024-10-08,Completed
410,496,2025-02-17,Completed
411,47,2025-11-15,Completed
412,328,2026-05-26,Returned
413,26,2024-08-28,Completed
414,65,2025-04-13,Returned
415,36,2025-03-05,Returned
416,301,2025-03-07,Completed
417,169,2025-04-02,Completed
418,2,2026-04-09,Completed
419,67,2025-01-02,Returned
420,409,2025-04-20,Completed
421,339,2024-11-27,Completed
422,8,2024-12-19,Completed
423,302,2025-04-07,Completed
424,90,2024-08-23,Completed
425,65,2024-09-29,Cancelled
426,59,2026-01-27,Completed
427,230,2025-12-07,Completed
428,304,2026-01-14,Completed
429,258,2025-11-12,Completed
430,23,2026-04-28,Returned
431,235,2025-06-11,Completed
432,246,2024-10-08,Cancelled
433,352,2025-10-17,Completed
434,365,2025-12-22,Cancelled
435,461,2024-10-21,Completed
436,312,2025-07-02,Completed
437,65,2024-10-13,Completed
438,325,2026-05-08,Returned
439,365,2026-02-19,Completed
440,306,2025-09-01,Returned
441,233,2025-06-04,Returned
442,221,2026-04-18,Completed
443,59,2026-07-26,Returned
444,221,2025-03-15,Cancelled
445,212,2025-03-28,Completed
446,205,2025-11-14,Cancelled
447,161,2024-11-12,Cancelled
448,341,2025-06-23,Completed
449,489,2025-08-25,Completed
450,473,2026-07-11,Cancelled
451,47,2024-10-14,Completed
452,222,2024-11-10,Completed
453,416,2025-08-23,Completed
454,31,2026-02-27,Returned
455,288,2026-03-05,Completed
456,63,2026-06-24,Cancelled
457,448,2025-08-04,Cancelled
458,496,2024-09-28,Completed
459,160,2026-04-13,Completed
460,296,2024-11-21,Returned
461,80,2025-03-12,Cancelled
462,434,2025-03-24,Completed
463,433,2025-07-31,Returned
464,59,2025-08-18,Completed
465,116,2026-03-17,Cancelled
466,499,2026-03-04,Returned
467,346,2026-04-27,Returned
468,312,2024-09-02,Completed
469,93,2024-09-05,Completed
470,391,2026-07-27,Completed
471,180,2025-07-20,Completed
472,446,2025-02-08,Completed
473,337,2026-03-09,Cancelled
474,73,2024-10-17,Completed
475,383,2024-11-08,Returned
476,193,2025-03-15,Cancelled
477,175,2025-11-14,Completed
478,160,2025-08-20,Completed
479,306,2026-03-11,Completed
480,80,2024-09-29,Completed
481,26,2026-05-01,Completed
482,227,2025-05-12,Cancelled
483,311,2025-12-17,Cancelled
484,140,2025-10-05,Completed
485,59,2026-01-13,Completed
486,57,2025-10-21,Completed
487,348,2026-07-02,Returned
488,270,2025-12-18,Completed
489,113,2024-09-22,Cancelled
490,29,2026-04-12,Completed
491,155,2025-03-04,Completed
492,392,2024-12-25,Completed
493,168,2025-05-30,Completed
494,255,2024-08-14,Cancelled
495,67,2025-02-02,Cancelled
496,361,2026-02-03,Completed
497,287,2026-01-01,Completed
498,204,2024-10-19,Completed
499,10,2025-10-27,Cancelled
500,442,2024-10-25,Completed
501,220,2026-03-19,Returned
502,364,2025-09-25,Cancelled
503,59,2025-05-30,Cancelled
504,495,2024-08-28,Completed
505,411,2025-01-29,Returned
506,426,2025-11-21,Completed
507,224,2024-11-05,Completed
508,224,2025-04-13,Returned
509,269,2025-09-21,Completed
510,446,2025-09-16,Completed
511,114,2025-07-20,Completed
512,40,2025-01-26,Returned
513,59,2026-05-17,Returned
514,100,2026-01-11,Completed
515,373,2025-08-01,Completed
516,53,2025-04-05,Completed
517,102,2025-04-26,Completed
518,79,2026-04-15,Completed
519,488,2025-02-04,Cancelled
520,387,2025-11-25,Returned
521,230,2026-03-23,Returned
522,326,2026-05-27,Returned
523,443,2025-07-03,Completed
524,226,2025-01-08,Completed
525,227,2025-11-30,Completed
526,303,2025-05-15,Completed
527,260,2025-08-02,Completed
528,237,2025-06-20,Cancelled
529,30,2024-09-14,Completed
530,40,2025-05-27,Completed
531,305,2026-04-28,Returned
532,237,2025-09-04,Returned
533,489,2026-02-25,Completed
534,466,2025-11-10,Returned
535,97,2026-06-05,Completed
536,244,2026-04-18,Returned
537,491,2025-01-08,Completed
538,53,2025-11-11,Completed
539,259,2024-11-01,Completed
540,127,2024-09-16,Cancelled
541,269,2025-10-30,Returned
542,82,2026-04-23,Completed
543,470,2025-08-23,Completed
544,210,2025-09-07,Completed
545,307,2026-07-03,Completed
546,332,2026-05-15,Completed
547,169,2024-10-13,Completed
548,348,2026-03-01,Cancelled
549,130,2025-05-24,Returned
550,171,2025-01-07,Completed
551,340,2026-03-26,Completed
552,159,2025-07-31,Cancelled
553,305,2024-12-17,Completed
554,287,2025-06-20,Cancelled
555,406,2026-05-27,Completed
556,344,2024-12-15,Returned
557,331,2024-11-10,Cancelled
558,186,2026-01-09,Completed
559,159,2025-08-13,Completed
560,175,2025-03-14,Cancelled
561,116,2025-02-19,Completed
562,40,2025-01-12,Completed
563,260,2024-11-18,Returned
564,20,2026-01-28,Completed
565,68,2026-05-01,Returned
566,79,2025-08-27,Completed
567,426,2025-02-08,Returned
568,370,2025-01-23,Cancelled
569,211,2024-09-20,Completed
570,369,2026-06-30,Completed
571,313,2025-11-04,Completed
572,120,2025-11-09,Returned
573,159,2025-04-08,Cancelled
574,189,2025-02-21,Returned
575,237,2025-11-01,Completed
576,258,2025-09-02,Returned
577,495,2025-10-09,Completed
578,411,2025-02-27,Returned
579,447,2024-12-26,Completed
580,329,2024-09-29,Cancelled
581,284,2025-08-22,Completed
582,434,2026-08-05,Returned
583,146,2024-12-12,Completed
584,140,2025-01-18,Cancelled
585,76,2026-01-14,Cancelled
586,485,2024-11-08,Completed
587,453,2025-11-11,Completed
588,213,2024-09-03,Completed
589,258,2025-09-16,Completed
590,198,2025-04-05,Completed
591,115,2025-08-25,Completed
592,477,2025-06-29,Completed
593,172,2026-06-03,Completed
594,20,2024-12-25,Completed
595,357,2025-12-03,Completed
596,241,2026-07-30,Cancelled
597,3,2026-04-29,Completed
598,132,2024-08-26,Completed
599,281,2025-01-07,Returned
600,217,2026-01-29,Completed
601,122,2025-05-29,Completed
602,25,2024-12-09,Completed
603,328,2025-10-10,Returned
604,33,2025-11-18,Completed
605,306,2025-12-31,Returned
606,324,2024-08-23,Returned
607,124,2026-03-18,Completed
608,220,2025-06-01,Completed
609,181,2026-04-28,Completed
610,214,2026-03-14,Completed
611,343,2026-06-18,Completed
612,500,2026-01-25,Completed
613,489,2024-10-15,Returned
614,260,2026-02-15,Returned
615,11,2026-02-25,Cancelled
616,23,2025-12-01,Cancelled
617,130,2025-08-24,Completed
618,404,2025-08-07,Completed
619,124,2025-07-26,Completed
620,377,2026-03-25,Completed
621,23,2024-12-21,Completed
622,174,2026-02-17,Completed
623,238,2026-07-09,Cancelled
624,94,2026-05-15,Completed
625,367,2024-10-10,Cancelled
626,151,2024-09-13,Completed
627,406,2024-09-20,Completed
628,162,2024-09-18,Completed
629,204,2026-01-16,Returned
630,130,2025-12-04,Completed
631,98,2026-05-31,Completed
632,442,2025-08-07,Completed
633,170,2026-06-09,Completed
634,410,2024-12-12,Completed
635,456,2025-10-28,Cancelled
636,459,2025-10-31,Cancelled
637,499,2025-07-20,Completed
638,355,2025-12-28,Cancelled
639,474,2025-08-18,Returned
640,411,2025-05-07,Completed
641,41,2025-10-15,Cancelled
642,422,2026-04-15,Completed
643,151,2026-02-16,Completed
644,41,2024-11-20,Completed
645,152,2026-06-14,Completed
646,309,2025-11-06,Cancelled
647,354,2025-01-24,Cancelled
648,229,2025-08-01,Completed
649,315,2025-08-03,Cancelled
650,328,2025-05-15,Completed
651,344,2024-10-22,Cancelled
652,263,2025-08-14,Completed
653,74,2024-09-07,Returned
654,401,2026-07-02,Cancelled
655,65,2024-09-11,Completed
656,399,2025-04-05,Completed
657,197,2025-08-12,Returned
658,310,2024-09-09,Completed
659,231,2026-07-03,Completed
660,228,2025-08-22,Completed
661,71,2026-03-17,Returned
662,204,2025-08-17,Completed
663,143,2026-06-03,Completed
664,14,2024-12-01,Completed
665,266,2025-12-31,Cancelled
666,61,2026-03-05,Completed
667,361,2025-04-30,Cancelled
668,314,2025-03-14,Completed
669,470,2026-07-18,Cancelled
670,63,2025-02-27,Completed
671,232,2024-10-21,Completed
672,45,2025-11-05,Completed
673,178,2026-06-21,Completed
674,278,2026-02-21,Completed
675,436,2025-06-10,Completed
676,364,2026-08-05,Completed
677,261,2025-08-12,Completed
678,103,2024-12-09,Completed
679,405,2025-04-06,Cancelled
680,185,2024-09-02,Returned
681,189,2026-03-16,Cancelled
682,67,2026-02-22,Returned
683,34,2024-11-03,Completed
684,368,2025-09-18,Cancelled
685,211,2026-01-27,Cancelled
686,38,2026-03-18,Completed
687,329,2025-06-27,Completed
688,239,2025-11-10,Returned
689,66,2025-07-25,Returned
690,301,2026-05-24,Completed
691,222,2024-12-17,Returned
692,426,2024-10-02,Completed
693,79,2026-01-19,Completed
694,83,2025-01-22,Completed
695,116,2026-08-03,Completed
696,459,2026-01-20,Completed
697,129,2024-10-26,Completed
698,490,2026-05-19,Returned
699,65,2025-05-15,Completed
700,274,2026-04-28,Completed
701,329,2026-01-03,Completed
702,483,2026-04-05,Returned
703,88,2025-01-11,Returned
704,173,2026-04-18,Returned
705,423,2024-09-18,Completed
706,24,2024-10-29,Returned
707,334,2025-05-05,Completed
708,214,2026-03-15,Returned
709,16,2026-05-23,Cancelled
710,280,2026-05-11,Completed
711,490,2026-05-26,Completed
712,126,2025-12-14,Cancelled
713,233,2025-06-07,Completed
714,31,2026-07-13,Completed
715,213,2025-10-31,Cancelled
716,105,2025-11-25,Completed
717,74,2026-04-20,Completed
718,376,2025-06-29,Completed
719,67,2025-09-19,Completed
720,288,2026-01-16,Completed
721,124,2025-06-29,Cancelled
722,137,2024-12-10,Cancelled
723,73,2025-04-17,Completed
724,149,2024-09-27,Cancelled
725,215,2026-04-29,Completed
726,417,2025-01-17,Completed
727,370,2026-03-21,Completed
728,391,2025-02-17,Completed
729,264,2025-12-30,Cancelled
730,451,2025-12-30,Completed
731,12,2025-12-29,Completed
732,259,2025-09-13,Cancelled
733,111,2025-04-10,Returned
734,25,2025-08-03,Completed
735,254,2025-05-22,Returned
736,345,2026-06-07,Cancelled
737,275,2025-05-26,Completed
738,221,2024-11-25,Completed
739,373,2025-05-04,Completed
740,188,2025-09-23,Completed
741,27,2025-09-21,Returned
742,100,2026-03-05,Completed
743,148,2026-02-24,Completed
744,259,2025-09-06,Cancelled
745,144,2026-02-21,Returned
746,313,2026-07-04,Completed
747,500,2024-12-16,Completed
748,192,2025-09-14,Completed
749,481,2026-03-01,Completed
750,102,2025-01-01,Returned
751,206,2026-01-10,Returned
752,24,2024-09-17,Completed
753,366,2024-12-25,Completed
754,266,2025-12-05,Cancelled
755,311,2025-01-06,Returned
756,168,2024-12-28,Returned
757,84,2025-06-29,Cancelled
758,379,2026-04-30,Completed
759,173,2026-04-06,Returned
760,273,2026-01-10,Cancelled
761,289,2026-08-02,Completed
762,418,2025-12-06,Completed
763,170,2025-08-19,Completed
764,299,2025-10-07,Completed
765,323,2026-07-12,Completed
766,243,2026-04-10,Completed
767,401,2026-06-09,Returned
768,117,2026-03-21,Completed
769,246,2026-03-27,Completed
770,323,2026-01-25,Returned
771,76,2025-08-31,Completed
772,294,2024-09-08,Completed
773,10,2025-02-18,Cancelled
774,215,2025-06-24,Completed
775,354,2025-10-03,Completed
776,257,2025-10-01,Returned
777,447,2025-12-02,Completed
778,71,2026-07-30,Returned
779,288,2025-03-07,Completed
780,245,2026-06-16,Returned
781,161,2025-08-27,Completed
782,468,2025-11-20,Returned
783,280,2025-07-23,Completed
784,396,2026-06-30,Completed
785,248,2026-04-23,Completed
786,143,2025-04-16,Returned
787,116,2025-06-08,Completed
788,361,2025-05-29,Completed
789,361,2026-07-14,Cancelled
790,246,2025-06-27,Completed
791,479,2026-03-03,Completed
792,63,2025-05-28,Returned
793,279,2026-06-30,Cancelled
794,420,2025-09-15,Completed
795,149,2025-01-03,Completed
796,490,2025-05-28,Completed
797,474,2025-07-27,Cancelled
798,132,2026-06-09,Cancelled
799,104,2025-03-14,Returned
800,478,2025-05-11,Returned
801,140,2026-07-20,Completed
802,316,2024-11-26,Returned
803,125,2025-04-09,Completed
804,464,2026-06-23,Returned
805,327,2025-03-26,Completed
806,52,2024-09-29,Cancelled
807,368,2025-07-11,Cancelled
808,349,2024-11-17,Completed
809,494,2024-08-12,Returned
810,209,2025-01-15,Cancelled
811,334,2025-12-08,Completed
812,165,2025-05-28,Completed
813,31,2026-05-30,Completed
814,294,2026-06-05,Completed
815,379,2026-02-05,Completed
816,214,2025-02-02,Completed
817,429,2024-09-13,Cancelled
818,96,2025-12-27,Completed
819,5,2024-09-14,Completed
820,309,2026-03-11,Completed
821,146,2025-07-16,Cancelled
822,279,2026-05-25,Returned
823,456,2025-12-25,Completed
824,240,2026-01-05,Completed
825,415,2025-02-20,Completed
826,84,2025-07-11,Cancelled
827,132,2026-06-01,Completed
828,378,2024-08-21,Completed
829,291,2025-06-05,Completed
830,313,2025-02-02,Cancelled
831,264,2025-10-18,Completed
832,206,2024-11-03,Completed
833,72,2025-02-12,Cancelled
834,480,2025-07-04,Completed
835,134,2024-08-13,Cancelled
836,229,2025-04-05,Completed
837,155,2025-07-10,Returned
838,6,2026-03-16,Completed
839,185,2026-06-07,Completed
840,342,2024-10-09,Completed
841,158,2025-11-26,Completed
842,352,2025-09-26,Returned
843,395,2026-07-28,Completed
844,61,2026-07-14,Completed
845,315,2025-08-18,Completed
846,491,2025-03-19,Completed
847,79,2025-12-09,Cancelled
848,192,2026-04-19,Cancelled
849,282,2026-07-26,Cancelled
850,411,2026-02-08,Completed
851,349,2025-04-17,Returned
852,270,2024-10-29,Cancelled
853,361,2026-01-29,Completed
854,470,2024-10-25,Returned
855,32,2024-11-29,Returned
856,104,2026-01-06,Returned
857,77,2026-02-07,Completed
858,438,2025-07-08,Returned
859,60,2025-11-02,Completed
860,251,2026-03-27,Completed
861,229,2026-01-11,Completed
862,68,2025-11-14,Returned
863,234,2025-10-06,Returned
864,287,2024-10-05,Cancelled
865,414,2026-06-26,Completed
866,203,2024-08-29,Completed
867,382,2024-08-10,Completed
868,38,2026-03-22,Completed
869,177,2025-10-14,Completed
870,31,2026-02-12,Completed
871,17,2025-12-03,Completed
872,93,2025-09-29,Completed
873,374,2026-05-25,Cancelled
874,457,2025-08-25,Cancelled
875,446,2025-11-09,Cancelled
876,42,2025-08-26,Returned
877,335,2024-12-21,Completed
878,92,2024-12-06,Returned
879,271,2025-09-13,Completed
880,428,2025-03-23,Completed
881,153,2024-08-30,Cancelled
882,369,2026-06-27,Returned
883,273,2025-10-15,Cancelled
884,127,2025-03-30,Cancelled
885,80,2025-07-27,Completed
886,480,2025-02-16,Completed
887,415,2024-09-08,Cancelled
888,393,2026-04-28,Completed
889,106,2025-04-10,Completed
890,305,2024-11-18,Completed
891,307,2025-11-07,Completed
892,380,2025-04-14,Completed
893,225,2025-09-22,Completed
894,112,2026-02-10,Completed
895,258,2024-12-28,Completed
896,418,2025-04-03,Returned
897,296,2025-06-29,Returned
898,420,2026-06-26,Completed
899,155,2025-04-06,Completed
900,267,2026-06-14,Completed
901,154,2025-10-04,Completed
902,286,2024-10-08,Returned
903,321,2025-02-02,Cancelled
904,254,2026-02-27,Completed
905,483,2025-07-25,Cancelled
906,164,2026-01-26,Cancelled
